V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error,group
2,1,2,10,shape,circle,1,green,906,1,1,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,4,2,1,2,10,shape,circle,1,green,906,1,1,0,0,0,hc
24,2,3,1,number,cross,2,yellow,832,2,3,1,1,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,24,2,3,1,number,cross,2,yellow,832,2,3,1,1,0,hc
5,2,1,2,number,circle,2,blue,1638,1,2,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,5,2,1,2,number,circle,2,blue,1638,1,2,0,0,0,hc
42,3,4,3,number,star,3,green,1094,1,3,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,42,3,4,3,number,star,3,green,1094,1,3,0,0,0,hc
10,3,1,4,number,circle,3,green,930,1,3,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,10,3,1,4,number,circle,3,green,930,1,3,0,0,0,hc
29,4,3,5,number,cross,4,blue,1044,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,29,4,3,5,number,cross,4,blue,1044,1,4,0,0,0,hc
47,4,4,6,number,star,4,red,1001,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,47,4,4,6,number,star,4,red,1001,1,4,0,0,0,hc
31,4,3,7,number,cross,4,red,2047,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,31,4,3,7,number,cross,4,red,2047,1,4,0,0,0,hc
38,2,4,8,number,star,2,green,1063,1,2,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,38,2,4,8,number,star,2,green,1063,1,2,0,0,0,hc
21,2,3,9,number,cross,2,blue,838,1,2,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,21,2,3,9,number,cross,2,blue,838,1,2,0,0,0,hc
6,2,1,10,number,circle,2,green,537,1,2,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,5,6,2,1,10,number,circle,2,green,537,1,2,0,0,0,hc
12,4,3,1,color,circle,3,yellow,978,2,3,1,1,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,12,4,3,1,color,circle,3,yellow,978,2,3,1,1,0,hc
61,3,4,2,color,triangle,4,blue,1469,2,2,1,0,1,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,61,3,4,2,color,triangle,4,blue,1469,2,2,1,0,1,hc
55,1,2,3,color,triangle,2,red,947,1,1,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,55,1,2,3,color,triangle,2,red,947,1,1,0,0,0,hc
41,3,3,4,color,star,3,blue,906,1,3,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,41,3,3,4,color,star,3,blue,906,1,3,0,0,0,hc
44,4,3,5,color,star,3,yellow,1046,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,44,4,3,5,color,star,3,yellow,1046,1,4,0,0,0,hc
4,4,1,6,color,circle,1,yellow,1028,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,4,4,1,6,color,circle,1,yellow,1028,1,4,0,0,0,hc
60,4,3,7,color,triangle,3,yellow,628,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,60,4,3,7,color,triangle,3,yellow,628,1,4,0,0,0,hc
43,1,3,8,color,star,3,red,1305,1,1,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,43,1,3,8,color,star,3,red,1305,1,1,0,0,0,hc
8,4,2,9,color,circle,2,yellow,1116,1,4,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,8,4,2,9,color,circle,2,yellow,1116,1,4,0,0,0,hc
18,2,1,10,color,cross,1,green,910,1,2,0,0,0,wcst_eds1.2021-01-22-2145.data.16a5fb32-b4ea-4df9-aaf3-0dbb186815ae.txt,6,18,2,1,10,color,cross,1,green,910,1,2,0,0,0,hc
40,4,0,1,shape,star,2,yellow,5542,2,2,1,0,1,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,40,4,0,1,shape,star,2,yellow,5542,2,2,1,0,1,hc
35,4,0,2,shape,star,1,red,2921,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,35,4,0,2,shape,star,1,red,2921,1,4,0,0,0,hc
52,2,0,3,shape,triangle,1,yellow,1312,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,52,2,0,3,shape,triangle,1,yellow,1312,1,2,0,0,0,hc
34,4,0,4,shape,star,1,green,2185,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,34,4,0,4,shape,star,1,green,2185,1,4,0,0,0,hc
33,4,0,5,shape,star,1,blue,1241,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,33,4,0,5,shape,star,1,blue,1241,1,4,0,0,0,hc
1,1,0,6,shape,circle,1,blue,952,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,1,1,0,6,shape,circle,1,blue,952,1,1,0,0,0,hc
39,4,0,7,shape,star,2,red,1238,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,39,4,0,7,shape,star,2,red,1238,1,4,0,0,0,hc
7,1,0,8,shape,circle,2,red,1031,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,7,1,0,8,shape,circle,2,red,1031,1,1,0,0,0,hc
56,2,0,9,shape,triangle,2,yellow,845,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,56,2,0,9,shape,triangle,2,yellow,845,1,2,0,0,0,hc
14,1,0,10,shape,circle,4,green,1544,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,1,14,1,0,10,shape,circle,4,green,1544,1,1,0,0,0,hc
62,4,2,1,number,triangle,4,green,1171,2,2,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,62,4,2,1,number,triangle,4,green,1171,2,2,1,1,0,hc
58,3,2,2,number,triangle,3,green,1623,2,2,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,58,3,2,2,number,triangle,3,green,1623,2,2,1,1,0,hc
26,3,3,3,number,cross,3,green,452,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,26,3,3,3,number,cross,3,green,452,1,3,0,0,0,hc
30,4,3,4,number,cross,4,green,1141,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,30,4,3,4,number,cross,4,green,1141,1,4,0,0,0,hc
50,1,2,5,number,triangle,1,green,905,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,50,1,2,5,number,triangle,1,green,905,1,1,0,0,0,hc
17,1,3,6,number,cross,1,blue,1253,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,17,1,3,6,number,cross,1,blue,1253,1,1,0,0,0,hc
11,3,1,7,number,circle,3,red,1197,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,11,3,1,7,number,circle,3,red,1197,1,3,0,0,0,hc
53,2,2,8,number,triangle,2,blue,1487,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,53,2,2,8,number,triangle,2,blue,1487,1,2,0,0,0,hc
16,4,1,9,number,circle,4,yellow,1435,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,16,4,1,9,number,circle,4,yellow,1435,1,4,0,0,0,hc
37,2,4,10,number,star,2,blue,1119,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,2,37,2,4,10,number,star,2,blue,1119,1,2,0,0,0,hc
46,2,4,1,color,star,4,green,1212,2,4,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,46,2,4,1,color,star,4,green,1212,2,4,1,1,0,hc
45,3,4,2,color,star,4,blue,1363,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,45,3,4,2,color,star,4,blue,1363,1,3,0,0,0,hc
27,1,3,3,color,cross,3,red,1762,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,27,1,3,3,color,cross,3,red,1762,1,1,0,0,0,hc
15,1,4,4,color,circle,4,red,592,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,15,1,4,4,color,circle,4,red,592,1,1,0,0,0,hc
19,1,1,5,color,cross,1,red,1584,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,19,1,1,5,color,cross,1,red,1584,1,1,0,0,0,hc
57,3,3,6,color,triangle,3,blue,1314,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,57,3,3,6,color,triangle,3,blue,1314,1,3,0,0,0,hc
22,2,2,7,color,cross,2,green,1215,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,22,2,2,7,color,cross,2,green,1215,1,2,0,0,0,hc
49,3,1,8,color,triangle,1,blue,1041,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,49,3,1,8,color,triangle,1,blue,1041,1,3,0,0,0,hc
51,1,1,9,color,triangle,1,red,855,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,51,1,1,9,color,triangle,1,red,855,1,1,0,0,0,hc
13,3,4,10,color,circle,4,blue,958,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,3,13,3,4,10,color,circle,4,blue,958,1,3,0,0,0,hc
32,3,4,1,shape,cross,4,yellow,1224,2,4,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,32,3,4,1,shape,cross,4,yellow,1224,2,4,1,1,0,hc
28,3,4,2,shape,cross,3,yellow,1275,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,28,3,4,2,shape,cross,3,yellow,1275,1,3,0,0,0,hc
23,3,1,3,shape,cross,2,red,1034,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,23,3,1,3,shape,cross,2,red,1034,1,3,0,0,0,hc
9,1,3,4,shape,circle,3,blue,1245,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,9,1,3,4,shape,circle,3,blue,1245,1,1,0,0,0,hc
64,2,4,5,shape,triangle,4,yellow,1357,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,64,2,4,5,shape,triangle,4,yellow,1357,1,2,0,0,0,hc
36,4,4,6,shape,star,1,yellow,1400,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,36,4,4,6,shape,star,1,yellow,1400,1,4,0,0,0,hc
63,2,1,7,shape,triangle,4,red,1265,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,63,2,1,7,shape,triangle,4,red,1265,1,2,0,0,0,hc
59,2,1,8,shape,triangle,3,red,717,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,59,2,1,8,shape,triangle,3,red,717,1,2,0,0,0,hc
20,3,4,9,shape,cross,1,yellow,2393,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,20,3,4,9,shape,cross,1,yellow,2393,1,3,0,0,0,hc
2,1,2,10,shape,circle,1,green,1637,2,2,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,4,2,1,2,10,shape,circle,1,green,1637,2,2,1,1,0,hc
24,2,3,1,number,cross,2,yellow,1161,2,3,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,24,2,3,1,number,cross,2,yellow,1161,2,3,1,1,0,hc
5,2,1,2,number,circle,2,blue,1747,2,1,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,5,2,1,2,number,circle,2,blue,1747,2,1,1,1,0,hc
42,3,4,3,number,star,3,green,1020,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,42,3,4,3,number,star,3,green,1020,1,3,0,0,0,hc
10,3,1,4,number,circle,3,green,1099,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,10,3,1,4,number,circle,3,green,1099,1,3,0,0,0,hc
29,4,3,5,number,cross,4,blue,1352,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,29,4,3,5,number,cross,4,blue,1352,1,4,0,0,0,hc
47,4,4,6,number,star,4,red,1040,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,47,4,4,6,number,star,4,red,1040,1,4,0,0,0,hc
31,4,3,7,number,cross,4,red,810,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,31,4,3,7,number,cross,4,red,810,1,4,0,0,0,hc
38,2,4,8,number,star,2,green,873,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,38,2,4,8,number,star,2,green,873,1,2,0,0,0,hc
21,2,3,9,number,cross,2,blue,739,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,21,2,3,9,number,cross,2,blue,739,1,2,0,0,0,hc
6,2,1,10,number,circle,2,green,665,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,5,6,2,1,10,number,circle,2,green,665,1,2,0,0,0,hc
12,4,3,1,color,circle,3,yellow,949,2,3,1,1,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,12,4,3,1,color,circle,3,yellow,949,2,3,1,1,0,hc
61,3,4,2,color,triangle,4,blue,1247,2,2,1,0,1,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,61,3,4,2,color,triangle,4,blue,1247,2,2,1,0,1,hc
55,1,2,3,color,triangle,2,red,910,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,55,1,2,3,color,triangle,2,red,910,1,1,0,0,0,hc
41,3,3,4,color,star,3,blue,1001,1,3,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,41,3,3,4,color,star,3,blue,1001,1,3,0,0,0,hc
44,4,3,5,color,star,3,yellow,1209,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,44,4,3,5,color,star,3,yellow,1209,1,4,0,0,0,hc
4,4,1,6,color,circle,1,yellow,1150,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,4,4,1,6,color,circle,1,yellow,1150,1,4,0,0,0,hc
60,4,3,7,color,triangle,3,yellow,968,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,60,4,3,7,color,triangle,3,yellow,968,1,4,0,0,0,hc
43,1,3,8,color,star,3,red,1062,1,1,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,43,1,3,8,color,star,3,red,1062,1,1,0,0,0,hc
8,4,2,9,color,circle,2,yellow,1189,1,4,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,8,4,2,9,color,circle,2,yellow,1189,1,4,0,0,0,hc
18,2,1,10,color,cross,1,green,978,1,2,0,0,0,wcst_eds1.2021-01-26-1252.data.1bffc636-f78a-48fd-86c4-3315a92687b1.txt,6,18,2,1,10,color,cross,1,green,978,1,2,0,0,0,hc
40,4,0,1,shape,star,2,yellow,3045,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,40,4,0,1,shape,star,2,yellow,3045,1,4,0,0,0,hc
35,4,0,2,shape,star,1,red,1291,2,1,1,0,1,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,35,4,0,2,shape,star,1,red,1291,2,1,1,0,1,hc
52,2,0,3,shape,triangle,1,yellow,1181,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,52,2,0,3,shape,triangle,1,yellow,1181,1,2,0,0,0,hc
34,4,0,4,shape,star,1,green,1502,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,34,4,0,4,shape,star,1,green,1502,1,4,0,0,0,hc
33,4,0,5,shape,star,1,blue,2146,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,33,4,0,5,shape,star,1,blue,2146,1,4,0,0,0,hc
1,1,0,6,shape,circle,1,blue,1147,2,3,1,0,1,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,1,1,0,6,shape,circle,1,blue,1147,2,3,1,0,1,hc
39,4,0,7,shape,star,2,red,2818,2,2,1,0,1,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,39,4,0,7,shape,star,2,red,2818,2,2,1,0,1,hc
7,1,0,8,shape,circle,2,red,1593,2,2,1,0,1,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,7,1,0,8,shape,circle,2,red,1593,2,2,1,0,1,hc
56,2,0,9,shape,triangle,2,yellow,762,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,56,2,0,9,shape,triangle,2,yellow,762,1,2,0,0,0,hc
14,1,0,10,shape,circle,4,green,2154,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,1,14,1,0,10,shape,circle,4,green,2154,1,1,0,0,0,hc
62,4,2,1,number,triangle,4,green,824,2,2,1,1,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,62,4,2,1,number,triangle,4,green,824,2,2,1,1,0,hc
58,3,2,2,number,triangle,3,green,1611,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,58,3,2,2,number,triangle,3,green,1611,1,3,0,0,0,hc
26,3,3,3,number,cross,3,green,2228,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,26,3,3,3,number,cross,3,green,2228,1,3,0,0,0,hc
30,4,3,4,number,cross,4,green,1046,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,30,4,3,4,number,cross,4,green,1046,1,4,0,0,0,hc
50,1,2,5,number,triangle,1,green,1035,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,50,1,2,5,number,triangle,1,green,1035,1,1,0,0,0,hc
17,1,3,6,number,cross,1,blue,1739,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,17,1,3,6,number,cross,1,blue,1739,1,1,0,0,0,hc
11,3,1,7,number,circle,3,red,1828,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,11,3,1,7,number,circle,3,red,1828,1,3,0,0,0,hc
53,2,2,8,number,triangle,2,blue,761,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,53,2,2,8,number,triangle,2,blue,761,1,2,0,0,0,hc
16,4,1,9,number,circle,4,yellow,873,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,16,4,1,9,number,circle,4,yellow,873,1,4,0,0,0,hc
37,2,4,10,number,star,2,blue,1467,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,2,37,2,4,10,number,star,2,blue,1467,1,2,0,0,0,hc
46,2,4,1,color,star,4,green,882,2,4,1,1,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,46,2,4,1,color,star,4,green,882,2,4,1,1,0,hc
45,3,4,2,color,star,4,blue,1742,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,45,3,4,2,color,star,4,blue,1742,1,3,0,0,0,hc
27,1,3,3,color,cross,3,red,1468,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,27,1,3,3,color,cross,3,red,1468,1,1,0,0,0,hc
15,1,4,4,color,circle,4,red,887,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,15,1,4,4,color,circle,4,red,887,1,1,0,0,0,hc
19,1,1,5,color,cross,1,red,745,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,19,1,1,5,color,cross,1,red,745,1,1,0,0,0,hc
57,3,3,6,color,triangle,3,blue,905,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,57,3,3,6,color,triangle,3,blue,905,1,3,0,0,0,hc
22,2,2,7,color,cross,2,green,972,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,22,2,2,7,color,cross,2,green,972,1,2,0,0,0,hc
49,3,1,8,color,triangle,1,blue,1544,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,49,3,1,8,color,triangle,1,blue,1544,1,3,0,0,0,hc
51,1,1,9,color,triangle,1,red,1124,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,51,1,1,9,color,triangle,1,red,1124,1,1,0,0,0,hc
13,3,4,10,color,circle,4,blue,971,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,3,13,3,4,10,color,circle,4,blue,971,1,3,0,0,0,hc
32,3,4,1,shape,cross,4,yellow,1131,2,4,1,1,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,32,3,4,1,shape,cross,4,yellow,1131,2,4,1,1,0,hc
28,3,4,2,shape,cross,3,yellow,902,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,28,3,4,2,shape,cross,3,yellow,902,1,3,0,0,0,hc
23,3,1,3,shape,cross,2,red,1599,1,3,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,23,3,1,3,shape,cross,2,red,1599,1,3,0,0,0,hc
9,1,3,4,shape,circle,3,blue,1140,1,1,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,9,1,3,4,shape,circle,3,blue,1140,1,1,0,0,0,hc
64,2,4,5,shape,triangle,4,yellow,1352,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,64,2,4,5,shape,triangle,4,yellow,1352,1,2,0,0,0,hc
36,4,4,6,shape,star,1,yellow,1923,1,4,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,36,4,4,6,shape,star,1,yellow,1923,1,4,0,0,0,hc
63,2,1,7,shape,triangle,4,red,973,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,63,2,1,7,shape,triangle,4,red,973,1,2,0,0,0,hc
59,2,1,8,shape,triangle,3,red,915,1,2,0,0,0,wcst_eds1.2021-01-28-1507.data.115a9bc4-587a-406b-8a96-74c2edde7288.txt,4,59,2,1,8,shape,triangle,3,red,915,1,2,0,0,0,hc
