V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error
35,4,0,2,shape,star,1,red,3483,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,35,4,0,2,shape,star,1,red,3483,1,4,0,0,0
52,2,0,3,shape,triangle,1,yellow,1628,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,52,2,0,3,shape,triangle,1,yellow,1628,1,2,0,0,0
34,4,0,4,shape,star,1,green,1592,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,34,4,0,4,shape,star,1,green,1592,1,4,0,0,0
33,4,0,5,shape,star,1,blue,919,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,33,4,0,5,shape,star,1,blue,919,1,4,0,0,0
1,1,0,6,shape,circle,1,blue,1576,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,1,1,0,6,shape,circle,1,blue,1576,1,1,0,0,0
39,4,0,7,shape,star,2,red,1390,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,39,4,0,7,shape,star,2,red,1390,1,4,0,0,0
7,1,0,8,shape,circle,2,red,1025,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,7,1,0,8,shape,circle,2,red,1025,1,1,0,0,0
56,2,0,9,shape,triangle,2,yellow,819,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,56,2,0,9,shape,triangle,2,yellow,819,1,2,0,0,0
14,1,0,10,shape,circle,4,green,819,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,1,14,1,0,10,shape,circle,4,green,819,1,1,0,0,0
62,4,2,1,number,triangle,4,green,826,2,2,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,62,4,2,1,number,triangle,4,green,826,2,2,1,1,0
58,3,2,2,number,triangle,3,green,2010,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,58,3,2,2,number,triangle,3,green,2010,1,3,0,0,0
26,3,3,3,number,cross,3,green,1215,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,26,3,3,3,number,cross,3,green,1215,1,3,0,0,0
30,4,3,4,number,cross,4,green,1777,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,30,4,3,4,number,cross,4,green,1777,1,4,0,0,0
50,1,2,5,number,triangle,1,green,1101,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,50,1,2,5,number,triangle,1,green,1101,1,1,0,0,0
17,1,3,6,number,cross,1,blue,799,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,17,1,3,6,number,cross,1,blue,799,1,1,0,0,0
11,3,1,7,number,circle,3,red,1009,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,11,3,1,7,number,circle,3,red,1009,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,1124,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,53,2,2,8,number,triangle,2,blue,1124,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,1479,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,16,4,1,9,number,circle,4,yellow,1479,1,4,0,0,0
37,2,4,10,number,star,2,blue,1015,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,2,37,2,4,10,number,star,2,blue,1015,1,2,0,0,0
46,2,4,1,color,star,4,green,1216,2,4,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,46,2,4,1,color,star,4,green,1216,2,4,1,1,0
45,3,4,2,color,star,4,blue,1119,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,45,3,4,2,color,star,4,blue,1119,1,3,0,0,0
27,1,3,3,color,cross,3,red,842,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,27,1,3,3,color,cross,3,red,842,1,1,0,0,0
15,1,4,4,color,circle,4,red,741,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,15,1,4,4,color,circle,4,red,741,1,1,0,0,0
19,1,1,5,color,cross,1,red,893,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,19,1,1,5,color,cross,1,red,893,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,1154,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,57,3,3,6,color,triangle,3,blue,1154,1,3,0,0,0
22,2,2,7,color,cross,2,green,1037,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,22,2,2,7,color,cross,2,green,1037,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,934,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,49,3,1,8,color,triangle,1,blue,934,1,3,0,0,0
51,1,1,9,color,triangle,1,red,1290,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,51,1,1,9,color,triangle,1,red,1290,1,1,0,0,0
13,3,4,10,color,circle,4,blue,1043,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,3,13,3,4,10,color,circle,4,blue,1043,1,3,0,0,0
32,3,4,1,shape,cross,4,yellow,1174,2,4,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,32,3,4,1,shape,cross,4,yellow,1174,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,1400,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,28,3,4,2,shape,cross,3,yellow,1400,1,3,0,0,0
23,3,1,3,shape,cross,2,red,1455,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,23,3,1,3,shape,cross,2,red,1455,1,3,0,0,0
9,1,3,4,shape,circle,3,blue,1181,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,9,1,3,4,shape,circle,3,blue,1181,1,1,0,0,0
64,2,4,5,shape,triangle,4,yellow,1178,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,64,2,4,5,shape,triangle,4,yellow,1178,1,2,0,0,0
36,4,4,6,shape,star,1,yellow,1185,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,36,4,4,6,shape,star,1,yellow,1185,1,4,0,0,0
63,2,1,7,shape,triangle,4,red,1193,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,63,2,1,7,shape,triangle,4,red,1193,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,1523,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,59,2,1,8,shape,triangle,3,red,1523,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,1064,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,20,3,4,9,shape,cross,1,yellow,1064,1,3,0,0,0
2,1,2,10,shape,circle,1,green,1004,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,4,2,1,2,10,shape,circle,1,green,1004,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,946,2,3,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,24,2,3,1,number,cross,2,yellow,946,2,3,1,1,0
5,2,1,2,number,circle,2,blue,1443,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,5,2,1,2,number,circle,2,blue,1443,1,2,0,0,0
42,3,4,3,number,star,3,green,2350,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,42,3,4,3,number,star,3,green,2350,1,3,0,0,0
10,3,1,4,number,circle,3,green,2186,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,10,3,1,4,number,circle,3,green,2186,1,3,0,0,0
29,4,3,5,number,cross,4,blue,1093,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,29,4,3,5,number,cross,4,blue,1093,1,4,0,0,0
47,4,4,6,number,star,4,red,1360,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,47,4,4,6,number,star,4,red,1360,1,4,0,0,0
31,4,3,7,number,cross,4,red,1481,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,31,4,3,7,number,cross,4,red,1481,1,4,0,0,0
38,2,4,8,number,star,2,green,1316,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,38,2,4,8,number,star,2,green,1316,1,2,0,0,0
21,2,3,9,number,cross,2,blue,743,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,21,2,3,9,number,cross,2,blue,743,1,2,0,0,0
6,2,1,10,number,circle,2,green,596,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,5,6,2,1,10,number,circle,2,green,596,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,1094,2,3,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,12,4,3,1,color,circle,3,yellow,1094,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,3490,2,2,1,0,1,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,61,3,4,2,color,triangle,4,blue,3490,2,2,1,0,1
55,1,2,3,color,triangle,2,red,2387,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,55,1,2,3,color,triangle,2,red,2387,1,1,0,0,0
41,3,3,4,color,star,3,blue,4509,1,3,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,41,3,3,4,color,star,3,blue,4509,1,3,0,0,0
44,4,3,5,color,star,3,yellow,1922,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,44,4,3,5,color,star,3,yellow,1922,1,4,0,0,0
4,4,1,6,color,circle,1,yellow,1279,2,1,1,1,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,4,4,1,6,color,circle,1,yellow,1279,2,1,1,1,0
60,4,3,7,color,triangle,3,yellow,734,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,60,4,3,7,color,triangle,3,yellow,734,1,4,0,0,0
43,1,3,8,color,star,3,red,1477,1,1,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,43,1,3,8,color,star,3,red,1477,1,1,0,0,0
8,4,2,9,color,circle,2,yellow,1221,1,4,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,8,4,2,9,color,circle,2,yellow,1221,1,4,0,0,0
18,2,1,10,color,cross,1,green,1084,1,2,0,0,0,wcst_eds1.2021-02-22-1205.data.41850fee-d02d-4afc-afaf-c2a80b929df0.txt,6,18,2,1,10,color,cross,1,green,1084,1,2,0,0,0
40,4,0,1,shape,star,2,yellow,2450,2,2,1,0,1,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,40,4,0,1,shape,star,2,yellow,2450,2,2,1,0,1
35,4,0,2,shape,star,1,red,5203,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,35,4,0,2,shape,star,1,red,5203,1,4,0,0,0
52,2,0,3,shape,triangle,1,yellow,1377,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,52,2,0,3,shape,triangle,1,yellow,1377,1,2,0,0,0
34,4,0,4,shape,star,1,green,1467,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,34,4,0,4,shape,star,1,green,1467,1,4,0,0,0
33,4,0,5,shape,star,1,blue,1747,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,33,4,0,5,shape,star,1,blue,1747,1,4,0,0,0
1,1,0,6,shape,circle,1,blue,1126,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,1,1,0,6,shape,circle,1,blue,1126,1,1,0,0,0
39,4,0,7,shape,star,2,red,1232,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,39,4,0,7,shape,star,2,red,1232,1,4,0,0,0
7,1,0,8,shape,circle,2,red,1250,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,7,1,0,8,shape,circle,2,red,1250,1,1,0,0,0
56,2,0,9,shape,triangle,2,yellow,1048,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,56,2,0,9,shape,triangle,2,yellow,1048,1,2,0,0,0
14,1,0,10,shape,circle,4,green,1680,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,1,14,1,0,10,shape,circle,4,green,1680,1,1,0,0,0
62,4,2,1,number,triangle,4,green,893,2,2,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,62,4,2,1,number,triangle,4,green,893,2,2,1,1,0
58,3,2,2,number,triangle,3,green,2135,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,58,3,2,2,number,triangle,3,green,2135,1,3,0,0,0
26,3,3,3,number,cross,3,green,1597,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,26,3,3,3,number,cross,3,green,1597,1,3,0,0,0
30,4,3,4,number,cross,4,green,1656,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,30,4,3,4,number,cross,4,green,1656,1,4,0,0,0
50,1,2,5,number,triangle,1,green,1502,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,50,1,2,5,number,triangle,1,green,1502,1,1,0,0,0
17,1,3,6,number,cross,1,blue,1323,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,17,1,3,6,number,cross,1,blue,1323,1,1,0,0,0
11,3,1,7,number,circle,3,red,1928,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,11,3,1,7,number,circle,3,red,1928,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,1146,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,53,2,2,8,number,triangle,2,blue,1146,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,1628,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,16,4,1,9,number,circle,4,yellow,1628,1,4,0,0,0
37,2,4,10,number,star,2,blue,792,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,2,37,2,4,10,number,star,2,blue,792,1,2,0,0,0
46,2,4,1,color,star,4,green,944,2,4,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,46,2,4,1,color,star,4,green,944,2,4,1,1,0
45,3,4,2,color,star,4,blue,871,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,45,3,4,2,color,star,4,blue,871,1,3,0,0,0
27,1,3,3,color,cross,3,red,824,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,27,1,3,3,color,cross,3,red,824,1,1,0,0,0
15,1,4,4,color,circle,4,red,757,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,15,1,4,4,color,circle,4,red,757,1,1,0,0,0
19,1,1,5,color,cross,1,red,715,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,19,1,1,5,color,cross,1,red,715,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,726,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,57,3,3,6,color,triangle,3,blue,726,1,3,0,0,0
22,2,2,7,color,cross,2,green,777,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,22,2,2,7,color,cross,2,green,777,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,844,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,49,3,1,8,color,triangle,1,blue,844,1,3,0,0,0
51,1,1,9,color,triangle,1,red,1005,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,51,1,1,9,color,triangle,1,red,1005,1,1,0,0,0
13,3,4,10,color,circle,4,blue,1114,2,4,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,3,13,3,4,10,color,circle,4,blue,1114,2,4,1,1,0
32,3,4,1,shape,cross,4,yellow,966,2,4,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,32,3,4,1,shape,cross,4,yellow,966,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,1412,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,28,3,4,2,shape,cross,3,yellow,1412,1,3,0,0,0
23,3,1,3,shape,cross,2,red,2654,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,23,3,1,3,shape,cross,2,red,2654,1,3,0,0,0
9,1,3,4,shape,circle,3,blue,2069,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,9,1,3,4,shape,circle,3,blue,2069,1,1,0,0,0
64,2,4,5,shape,triangle,4,yellow,1437,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,64,2,4,5,shape,triangle,4,yellow,1437,1,2,0,0,0
36,4,4,6,shape,star,1,yellow,1402,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,36,4,4,6,shape,star,1,yellow,1402,1,4,0,0,0
63,2,1,7,shape,triangle,4,red,1170,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,63,2,1,7,shape,triangle,4,red,1170,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,1385,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,59,2,1,8,shape,triangle,3,red,1385,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,2491,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,20,3,4,9,shape,cross,1,yellow,2491,1,3,0,0,0
2,1,2,10,shape,circle,1,green,899,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,4,2,1,2,10,shape,circle,1,green,899,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,1174,2,3,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,24,2,3,1,number,cross,2,yellow,1174,2,3,1,1,0
5,2,1,2,number,circle,2,blue,1180,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,5,2,1,2,number,circle,2,blue,1180,1,2,0,0,0
42,3,4,3,number,star,3,green,2032,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,42,3,4,3,number,star,3,green,2032,1,3,0,0,0
10,3,1,4,number,circle,3,green,857,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,10,3,1,4,number,circle,3,green,857,1,3,0,0,0
29,4,3,5,number,cross,4,blue,1273,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,29,4,3,5,number,cross,4,blue,1273,1,4,0,0,0
47,4,4,6,number,star,4,red,792,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,47,4,4,6,number,star,4,red,792,1,4,0,0,0
31,4,3,7,number,cross,4,red,778,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,31,4,3,7,number,cross,4,red,778,1,4,0,0,0
38,2,4,8,number,star,2,green,862,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,38,2,4,8,number,star,2,green,862,1,2,0,0,0
21,2,3,9,number,cross,2,blue,927,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,21,2,3,9,number,cross,2,blue,927,1,2,0,0,0
6,2,1,10,number,circle,2,green,741,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,5,6,2,1,10,number,circle,2,green,741,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,741,2,3,1,1,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,12,4,3,1,color,circle,3,yellow,741,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,5403,2,2,1,0,1,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,61,3,4,2,color,triangle,4,blue,5403,2,2,1,0,1
55,1,2,3,color,triangle,2,red,641,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,55,1,2,3,color,triangle,2,red,641,1,1,0,0,0
41,3,3,4,color,star,3,blue,1464,1,3,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,41,3,3,4,color,star,3,blue,1464,1,3,0,0,0
44,4,3,5,color,star,3,yellow,822,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,44,4,3,5,color,star,3,yellow,822,1,4,0,0,0
4,4,1,6,color,circle,1,yellow,859,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,4,4,1,6,color,circle,1,yellow,859,1,4,0,0,0
60,4,3,7,color,triangle,3,yellow,882,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,60,4,3,7,color,triangle,3,yellow,882,1,4,0,0,0
43,1,3,8,color,star,3,red,781,1,1,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,43,1,3,8,color,star,3,red,781,1,1,0,0,0
8,4,2,9,color,circle,2,yellow,1104,1,4,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,8,4,2,9,color,circle,2,yellow,1104,1,4,0,0,0
18,2,1,10,color,cross,1,green,824,1,2,0,0,0,wcst_eds1.2021-02-25-1531.data.a4ebcec6-a5c0-4c27-91e5-5580f41facf6.txt,6,18,2,1,10,color,cross,1,green,824,1,2,0,0,0
40,4,0,1,shape,star,2,yellow,2458,1,4,0,0,0,wcst_eds1.2021-03-05-1555.data.60ec42aa-93ad-4bd8-add2-b5e142dd77a7.txt,1,40,4,0,1,shape,star,2,yellow,2458,1,4,0,0,0
35,4,0,2,shape,star,1,red,1781,2,1,1,0,1,wcst_eds1.2021-03-05-1555.data.60ec42aa-93ad-4bd8-add2-b5e142dd77a7.txt,1,35,4,0,2,shape,star,1,red,1781,2,1,1,0,1
